UUID,audio_path,question
8412131,C_est_l_occasion_ou_.mp3,C'est l'occasion ou jamais.
7416295,Aimes_tu_Mozart__.mp3,Aimes-tu Mozart ?
10779326,Légende_cette_photo_.mp3,Légende cette photo.
11155480,Ce_sont_mes_garçons_.mp3,Ce sont mes garçons.
8944598,Un_chien_errant_a_mo.mp3,Un chien errant a mordu Tom.
11221421,J_appelle_un_taxi_.mp3,J'appelle un taxi.
9706261,Est_ce_que_les_rumeu.mp3,Est-ce que les rumeurs sont vraies ?
10965299,Cela_a_demandé_un_ce.mp3,Cela a demandé un certain effort.
10343351,C_est_une_question_d.mp3,C'est une question discutable.
10641086,Je_ne_suis_pas_un_bo.mp3,Je ne suis pas un bon à rien.
7412127,Je_vais_écrire_à_Tom.mp3,Je vais écrire à Tom.
11167702,Nous_serons_en_sécur.mp3,Nous serons en sécurité ici.
9710652,J_ai_peur_des_souris.mp3,J'ai peur des souris.
11184484,Elle_est_toujours_en.mp3,Elle est toujours en colère ?
10851170,On_se_fait_avoir_.mp3,On se fait avoir.
7416306,Tom_était_il_armé__.mp3,Tom était-il armé ?
10599275,Tu_aimes_les_oranges.mp3,Tu aimes les oranges ?
7414025,Je_suis_rarement_à_l.mp3,Je suis rarement à la maison.
11228106,Si_c_est_pas_malheur.mp3,Si c'est pas malheureux.
11221418,Je_suis_ici_de_mon_p.mp3,Je suis ici de mon plein gré.
10963230,C_est_dans_la_Bible_.mp3,C'est dans la Bible.
10932433,Tu_es_trop_nerveux_.mp3,Tu es trop nerveux.
7411976,Qu_est_ce_que_tu_as_.mp3,"Qu'est-ce que tu as, Tom ?"
10775998,Une_demi_heure_s_est.mp3,Une demi-heure s'est écoulée.
9699134,J_ai_cliqué_sur_le_l.mp3,J'ai cliqué sur le lien.
10259027,Ça_m_a_coûté_un_max_.mp3,Ça m'a coûté un max.
9706529,Ne_le_jette_pas_à_la.mp3,Ne le jette pas à la poubelle.
7416304,Tom_a_parlé_de_moi__.mp3,Tom a parlé de moi ?
8412122,Je_veux_être_clair_.mp3,Je veux être clair.
11153554,Je_crois_que_je_me_s.mp3,Je crois que je me suis évanoui.
9738190,J_ai_effectué_de_nom.mp3,J'ai effectué de nombreuses modifications.
7412144,Je_déteste_le_désert.mp3,Je déteste le désert.
11147349,Donne_leur_mon_numér.mp3,Donne-leur mon numéro.
11166379,Sommes_nous_de_mauva.mp3,Sommes-nous de mauvais parents ?
11228616,J_adore_camper_.mp3,J'adore camper.
11388554,Ma_stratégie_a_fonct.mp3,Ma stratégie a fonctionné.
11185111,Cet_argent_est_à_moi.mp3,Cet argent est à moi.
10913383,Tenez_vous_en_aux_fa.mp3,Tenez-vous-en aux faits.
11178988,Passe_moi_l_eau_.mp3,Passe-moi l'eau.
11201828,C_est_encore_dans_le.mp3,C'est encore dans le flou.
11182801,Je_l_ai_vérifié_deux.mp3,Je l'ai vérifié deux fois.
7410778,Où_est_la_preuve__.mp3,Où est la preuve ?
7416475,C_est_mon_seul_espoi.mp3,C'est mon seul espoir.
10779624,Ne_sois_pas_ingrat_.mp3,Ne sois pas ingrat.
11181108,Je_suis_tout_le_temp.mp3,Je suis tout le temps nerveux.
10531306,J_aime_bien_ça_comme.mp3,J'aime bien ça comme ça.
10672824,Le_football_est_un_s.mp3,Le football est un sport.
10491526,Il_n_y_a_pas_de_plan.mp3,Il n'y a pas de plan B.
10630577,J_ai_dormi_comme_un_.mp3,J'ai dormi comme un loir.
10946421,Je_vous_écrirai_.mp3,Je vous écrirai.
10776594,Je_n_avais_pas_de_tr.mp3,Je n'avais pas de travail.
10343372,C_est_un_point_discu.mp3,C'est un point discutable.
9978153,J_ai_grincé_des_dent.mp3,J'ai grincé des dents.
7411993,J_ai_fait_la_connais.mp3,J'ai fait la connaissance d'une femme agréable.
7414877,Ils_sont_canadiens_.mp3,Ils sont canadiens.
10713066,Vos_blagues_me_manqu.mp3,Vos blagues me manquent.
7416302,Tom_a_dîné__.mp3,Tom a dîné ?
9943406,C_était_assommant_.mp3,C'était assommant.
10649056,Quel_était_ton_trava.mp3,Quel était ton travail ?
11145680,Mon_bureau_est_minus.mp3,Mon bureau est minuscule.
7410824,Mes_mains_étaient_en.mp3,Mes mains étaient engourdies.
11166558,Voici_la_solution_.mp3,Voici la solution.
10351328,Tu_es_un_boulet_.mp3,Tu es un boulet.
10968775,Ce_couteau_est_mal_a.mp3,Ce couteau est mal aiguisé.
10649059,Nous_vivons_dans_la_.mp3,Nous vivons dans la misère.
10713132,Tu_as_l_air_inquiet_.mp3,Tu as l'air inquiet.
9978110,On_m_a_privé_de_sort.mp3,On m'a privé de sortie.
9710644,J_ai_pleuré_à_chaude.mp3,J'ai pleuré à chaudes larmes.
10718010,Je_vous_connais_à_pe.mp3,Je vous connais à peine.
7415150,Vous_pouvez_régler_ç.mp3,Vous pouvez régler ça ?
11171612,Tu_y_seras__.mp3,Tu y seras ?
10604682,Faites_attention_aux.mp3,Faites attention aux abeilles.
10755329,C_est_dans_le_coffre.mp3,C'est dans le coffre.
11246346,C_est_chaud__pas_fro.mp3,"C'est chaud, pas froid."
7415361,Les_opposés_s_attire.mp3,Les opposés s'attirent.
10970481,Pousse_toi__s_il_te_.mp3,"Pousse-toi, s'il te plaît."
10725291,Donne_moi_ma_part_.mp3,Donne-moi ma part.
10504638,On_doit_corriger_ça_.mp3,On doit corriger ça.
10498768,La_nourriture_est_in.mp3,La nourriture est insipide.
7411787,J_ai_entendu_des_cou.mp3,J'ai entendu des coups de feu.
11183484,Ça_fait_partie_de_mo.mp3,Ça fait partie de mon travail.
10202439,J_ai_eu_une_semaine_.mp3,J'ai eu une semaine mouvementée.
11166492,Est_ce_la_vérité__.mp3,Est-ce la vérité ?
9953287,J_ai_dormi_jusqu_à_l.mp3,J'ai dormi jusqu'à l'aube.
11232477,Tu_devrais_l_acheter.mp3,Tu devrais l'acheter.
7415071,Poursuis_tes_rêves_.mp3,Poursuis tes rêves.
8409849,Ça_me_manque_déjà_.mp3,Ça me manque déjà.
10749642,C_est_l_heure_de_dor.mp3,C'est l'heure de dormir.
11470681,On_est_sur_le_point_.mp3,On est sur le point de manger.
10270861,J_ai_branché_la_télé.mp3,J'ai branché la télé.
11228614,Vous_n_êtes_pas_de_l.mp3,Vous n'êtes pas de la même famille ?
11189979,Peut_on_se_le_permet.mp3,Peut-on se le permettre ?
10540663,Nous_n_oublierons_ja.mp3,Nous n'oublierons jamais.
10259024,Ça_m_a_coûté_un_paqu.mp3,Ça m'a coûté un paquet de fric.
11179091,J_ai_fait_réparer_ma.mp3,J'ai fait réparer ma voiture.
10767899,La_rivière_s_est_ass.mp3,La rivière s'est asséchée.
7416365,Je_déteste_les_entre.mp3,Je déteste les entretiens.
9079698,Je_ne_pouvais_pas_re.mp3,Je ne pouvais pas refuser.
11145705,Mon_patron_est_un_co.mp3,Mon patron est un connard.
7414873,J_espère_que_ça_suff.mp3,J'espère que ça suffit.
10940173,Je_vais_le_faire_à_l.mp3,Je vais le faire à la main.
11052468,Ils_ne_nous_ont_pas_.mp3,Ils ne nous ont pas vus.
10768438,Comment_vont_ils_s_e.mp3,Comment vont-ils s'en sortir ?
7414881,C_est_un_mauvais_exe.mp3,C'est un mauvais exemple.
10496991,La_bière_se_boit_fra.mp3,La bière se boit fraîche.
8435298,D_habitude__je_vote_.mp3,"D'habitude, je vote."
10371106,Le_temps_est_couvert.mp3,Le temps est couvert aujourd'hui.
11039786,J_ai_acheté_de_la_pi.mp3,J'ai acheté de la pizza.
7744713,Je_me_sentais_comme_.mp3,Je me sentais comme un abruti.
8961189,Viens__assieds_toi_s.mp3,"Viens, assieds-toi sur mes genoux."
11190208,Notre_but_est_de_gag.mp3,Notre but est de gagner.
11146448,J_ai_vu_votre_dossie.mp3,J'ai vu votre dossier.
11381610,J_ai_pris_l_ascenseu.mp3,J'ai pris l'ascenseur.
8938888,J_ai_élagué_l_arbre_.mp3,J'ai élagué l'arbre.
11153372,J_ai_encore_mal_aux_.mp3,J'ai encore mal aux jambes.
10971494,J_ai_ton_numéro_.mp3,J'ai ton numéro.
11181076,C_est_chez_toi__.mp3,C'est chez toi ?
