UUID,audio_path,question
9938340,Mes_nerfs_sont_à_vif.mp3,Mes nerfs sont à vif.
10769924,Nous_aimons_vivre_ic.mp3,Nous aimons vivre ici.
11188439,J_aimerais_que_tu_t_.mp3,J'aimerais que tu t'en ailles.
10944407,L_endroit_est_bondé_.mp3,L'endroit est bondé.
11395282,Personne_ne_décroche.mp3,Personne ne décroche.
11152600,Je_ne_travaille_plus.mp3,Je ne travaille plus.
9710624,Je_veux_être_le_meil.mp3,Je veux être le meilleur.
7414049,C_est_possible__au_m.mp3,"C'est possible, au moins ?"
10930253,Oh__lâche_moi_la_gra.mp3,"Oh, lâche-moi la grappe."
11241755,Mangeons_des_pâtes_.mp3,Mangeons des pâtes.
10465955,Bien__Tout_le_monde_.mp3,Bien. Tout le monde est là.
11036837,Les_singes_aiment_le.mp3,Les singes aiment les bananes.
10946461,Pourquoi_ça_t_intére.mp3,Pourquoi ça t'intéresse ?
9917132,Je_t_en_remets_un_au.mp3,Je t'en remets un autre ?
10518975,Mon_père_est_parti_p.mp3,Mon père est parti pêcher.
9690401,Tu_peux_le_refaire__.mp3,Tu peux le refaire ?
11146331,On_a_trouvé_.mp3,On a trouvé.
11188918,On_a_perdu_combien__.mp3,On a perdu combien ?
10752375,C_était_chaud_.mp3,C'était chaud.
10056099,Tu_as_l_air_agacé_.mp3,Tu as l'air agacé.
8950704,Ils_s_embrassaient_t.mp3,Ils s'embrassaient tendrement.
7411794,Tom_a_l_air_d_aller_.mp3,Tom a l'air d'aller bien.
11234674,Nous_sommes_des_gens.mp3,Nous sommes des gens sérieux.
10966579,Ce_chien_n_est_à_per.mp3,Ce chien n'est à personne.
11157058,Rappelle_toi_d_achet.mp3,Rappelle-toi d'acheter de la mayo.
10494604,Tu_as_toujours_mal__.mp3,Tu as toujours mal ?
10074757,Il_y_aura_un_gâteau_.mp3,Il y aura un gâteau.
11235158,La_sonnerie_m_a_réve.mp3,La sonnerie m'a réveillé.
11054559,Ce_lac_est_peu_profo.mp3,Ce lac est peu profond.
10932962,J_ai_fait_tomber_mon.mp3,J'ai fait tomber mon sandwich.
10056100,Tu_as_l_air_énervé_.mp3,Tu as l'air énervé.
9854923,Vide_la_litière_du_c.mp3,Vide la litière du chat.
10327701,J_étais_debout_avant.mp3,J'étais debout avant l'aube.
9689816,J_ai_bachoté_pour_mo.mp3,J'ai bachoté pour mon examen.
10504388,Mange_si_tu_as_faim_.mp3,Mange si tu as faim.
11217784,Ça_m_a_presque_fait_.mp3,Ça m'a presque fait pleurer.
8412263,Les_requins_se_nourr.mp3,Les requins se nourrissent de poissons.
11215598,On_t_appelle_.mp3,On t'appelle.
11215161,Qui_a_cassé_l_assiet.mp3,Qui a cassé l'assiette ?
10972928,Ma_voisine_est_charm.mp3,Ma voisine est charmante.
10954856,Je_n_ai_pas_dit_que_.mp3,Je n'ai pas dit que j'étais d'accord.
10973859,Tu_as_failli_me_tuer.mp3,Tu as failli me tuer.
10511529,On_y_va_en_train_.mp3,On y va en train.
11153608,Les_prix_sont_trop_é.mp3,Les prix sont trop élevés.
9766029,Je_ne_viens_pas_.mp3,Je ne viens pas.
10968822,La_serrure_a_été_cha.mp3,La serrure a été changée.
11462546,Content_de_te_revoir.mp3,Content de te revoir.
10589530,C_est_une_pente_savo.mp3,C'est une pente savonneuse.
10946447,Je_suis_au_téléphone.mp3,"Je suis au téléphone, là."
11322282,Je_partage_ton_inqui.mp3,Je partage ton inquiétude.
4299651,Cela_dépasse_l_enten.mp3,Cela dépasse l'entendement.
10760269,J_ai_fait_quelques_e.mp3,J'ai fait quelques erreurs.
11388589,Il_leur_en_faut_comb.mp3,Il leur en faut combien ?
9941715,Ne_te_cogne_pas_la_t.mp3,Ne te cogne pas la tête.
7410902,Tom_te_croira_.mp3,Tom te croira.
9953298,Tu_as_jusqu_à_midi_.mp3,Tu as jusqu'à midi.
8435346,On_peut_venir_avec_t.mp3,On peut venir avec toi ?
10700754,Je_viens_d_emménager.mp3,Je viens d'emménager ici.
10973861,Désolé_pour_la_derni.mp3,Désolé pour la dernière fois.
9930597,Ne_vous_faites_pas_d.mp3,Ne vous faites pas d'illusions.
7414822,Tu_vas_chanter__.mp3,Tu vas chanter ?
11152418,J_ai_dépensé_tout_mo.mp3,J'ai dépensé tout mon argent.
10491671,Arrêtons_nous_une_mi.mp3,Arrêtons-nous une minute.
10741381,Je_suis_montée_dans_.mp3,Je suis montée dans le bus.
9706247,Nous_avons_voté_.mp3,Nous avons voté.
11179898,L_idée_était_simple_.mp3,L'idée était simple.
10491995,Tout_le_monde_me_dem.mp3,Tout le monde me demande ça.
11060895,Cette_robe_est_affre.mp3,Cette robe est affreuse.
11460054,Partons_demain_.mp3,Partons demain.
10327697,On_a_dansé_jusqu_à_l.mp3,On a dansé jusqu'à l'aube.
7744895,Vous_me_flattez_.mp3,Vous me flattez.
10494390,Je_ne_trouvais_pas_d.mp3,Je ne trouvais pas de travail.
11217826,Ils_tirent_sur_nous_.mp3,Ils tirent sur nous.
10984397,Lisse_ta_robe_.mp3,Lisse ta robe.
10847088,Ton_chien_bave_.mp3,Ton chien bave.
8950743,J_ai_serré_les_écrou.mp3,J'ai serré les écrous.
