UUID,audio_path,question
11224424,Ne_copie_pas_mes_rép.mp3,Ne copie pas mes réponses.
11241770,J_ai_eu_du_mal_à_me_.mp3,J'ai eu du mal à me garer.
11378996,Je_peux_vous_offrir_.mp3,Je peux vous offrir un verre ?
9735698,On_va_s_en_débarrass.mp3,On va s'en débarrasser.
10521483,J_aimerais_vivre_ici.mp3,J'aimerais vivre ici.
10212727,Je_ne_vendrai_pas_mo.mp3,Je ne vendrai pas mon âme.
9771791,Je_n_ai_pas_fait_la_.mp3,Je n'ai pas fait la queue.
8412279,L_Homme_est_voué_à_m.mp3,L'Homme est voué à mourir.
10940116,Ce_n_est_arrivé_qu_u.mp3,Ce n'est arrivé qu'une fois.
11146433,Tout_est_dans_le_dos.mp3,Tout est dans le dossier.
10932858,Mets_ça_par_terre_.mp3,Mets ça par terre.
10827929,Ne_te_mets_pas_dans_.mp3,Ne te mets pas dans tous tes états.
8423940,Regarde_ce_qu_on_a_t.mp3,Regarde ce qu'on a trouvé.
10766910,C_est_un_très_mauvai.mp3,C'est un très mauvais jeu de mots.
11227086,J_ai_mangé_une_part_.mp3,J'ai mangé une part de tarte.
11388581,C_est_le_bon_moment_.mp3,C'est le bon moment.
11379266,Tu_avais_promis_d_ai.mp3,Tu avais promis d'aider.
11166899,Je_n_ai_jamais_tué_p.mp3,Je n'ai jamais tué personne.
10151414,J_ai_entendu_une_bri.mp3,J'ai entendu une brindille craquer.
10719384,Je_fais_trop_de_faut.mp3,Je fais trop de fautes de frappe.
11188087,C_est_vraiment_dégoû.mp3,C'est vraiment dégoûtant.
10599294,Qu_est_ce_qu_il_t_a_.mp3,Qu'est-ce qu'il t'a demandé ?
10568802,L_argent_gouverne_le.mp3,L'argent gouverne le monde.
11156097,Les_hélicoptères_son.mp3,Les hélicoptères sont bruyants.
10703620,Je_suis_la_seule_sur.mp3,Je suis la seule survivante.
11045285,Le_placard_est_plein.mp3,Le placard est plein.
10266002,C_est_une_question_d.mp3,C'est une question d'équité.
11228070,Vous_vous_êtes_déjà_.mp3,Vous vous êtes déjà rencontrés ?
7726934,Quelqu_un_a_des_ennu.mp3,Quelqu'un a des ennuis.
11045274,J_ai_arrosé_le_jardi.mp3,J'ai arrosé le jardin.
8957819,Je_déteste_les_films.mp3,Je déteste les films doublés.
11167808,Nous_avons_dû_faire_.mp3,Nous avons dû faire des compromis.
10339381,J_ai_tiré_sur_la_cor.mp3,J'ai tiré sur la corde.
10759682,Donne_moi_un_peu_de_.mp3,Donne-moi un peu de temps.
8414106,Ne_soyons_pas_arroga.mp3,Ne soyons pas arrogants.
10742427,On_est_content_pour_.mp3,On est content pour toi.
9950253,Montre_moi_des_donné.mp3,Montre-moi des données concrètes.
9774062,Je_me_suis_cassé_la_.mp3,Je me suis cassé la clavicule.
8965249,Il_faisait_une_chale.mp3,Il faisait une chaleur étouffante.
10635650,Ce_n_était_pas_possi.mp3,Ce n'était pas possible.
10932857,Je_suis_ouvert_à_tou.mp3,Je suis ouvert à tout.
10968835,J_ai_marqué_la_page_.mp3,J'ai marqué la page.
11036086,Je_suis_vraiment_dan.mp3,Je suis vraiment dans le pétrin.
10699648,Retroussez_votre_man.mp3,Retroussez votre manche.
11338039,Répondez_aux_questio.mp3,Répondez aux questions.
10510831,Merci_d_être_là_.mp3,Merci d'être là.
10946430,J_aimerais_savoir_po.mp3,J'aimerais savoir pourquoi.
10939728,Ton_plan_ne_marchera.mp3,Ton plan ne marchera pas.
9706525,Les_arbres_procurent.mp3,Les arbres procurent de l'ombre.
10499043,C_est_absolument_n_i.mp3,C'est absolument n'importe quoi.
11054422,Les_chiens_ont_l_air.mp3,Les chiens ont l'air heureux.
10810336,J_habite_près_de_la_.mp3,J'habite près de la digue.
10623458,Tu_aurais_pu_frapper.mp3,Tu aurais pu frapper.
10874733,Quel_est_le_prix_du_.mp3,Quel est le prix du ticket de bus ?
10580499,J_ai_brûlé_les_lettr.mp3,J'ai brûlé les lettres.
9673344,Boire_ou_conduire__i.mp3,"Boire ou conduire, il faut choisir !"
10491900,Tu_peux_faire_quelqu.mp3,Tu peux faire quelque chose ?
10696620,Prenez_vous_des_médi.mp3,Prenez-vous des médicaments ?
10074674,Range_ce_couteau_.mp3,Range ce couteau.
